,情感指数,
251,0.999033375,SDGS路线图科学、技术和创新发展指导原则
252,0.204935149,大阪20国集团发展承诺全面问责报告
253,0.853770301,20国集团海洋塑料废弃物行动实施框架
254,0.602190448,20国集团适应和弹性基础设施行动议程
255,0.377783579,20国集团Karuizawa能源转型和全球环境促进可持续增长创新行动计划
256,0.258461633,G20领导人视频会议联合声明全文
257,0.888888889,中文版
258,0.888604189,史无前例的COVID-19大流行有力地提醒了我们的相互联系和脆弱性
259,0.689917089,这种病毒不分国界
260,0.867916291,对付这一流行病，需要本着团结一致的精神，采取透明、有力、协调、大规模和以科学为基础的全球对策
261,0.87042268,我们坚决致力于建立一个统一战线，对付这一共同威胁
262,0.999719379,我们对全世界人民所面临的悲惨生命损失和苦难深感悲痛
263,0.995214709,对付这一流行病及其相互交织的健康、社会和经济影响是我们的绝对优先事项
264,0.899908977,在我们继续防治这一流行病的过程中，我们对所有一线卫生工作者表示感谢和支持
265,0.999995001,20国集团致力于在现有任务范围内，与世界卫生组织（世卫组织）、国际货币基金组织（货币基金组织）、世界银行集团（世行集团）、联合国（联合国）和其他国际组织一道，尽一切努力克服这一流行病
266,0.980718089,我们决心不遗余力地单独和集体：
267,0.862717758,1.保护生命
268,0.991510055,2.保障人民的工作和收入
269,0.997493967,3.恢复信心，维护金融稳定，恢复增长，恢复强劲
270,0.351445723,4.尽量减少对贸易和全球供应链的干扰
271,0.482489151,5.向所有需要援助的国家提供帮助
272,0.080112254,6.协调公共卫生和财政措施
273,0.954977877,我们承诺采取一切必要的卫生措施，努力确保提供足够的资金，以遏制这一流行病，保护人民，特别是最脆弱的人
274,0.692108404,我们将分享及时和透明的信息
275,0.905532293,交换流行病学和临床数据
276,0.990952736,分享研究和发展所需的材料
277,0.883543933,加强全球卫生系统，包括支持全面执行《世界卫生组织国际卫生条例》（2005年版）
278,0.956293907,我们将扩大制造能力，以满足日益增长的医疗用品需求，并确保在最需要医疗用品的地方，以负担得起的价格，在公平的基础上，尽快广泛提供医疗用品
279,0.8581359,我们强调在这场全球卫生危机中，向公众进行负责任的沟通的重要性
280,0.611828914,我们责成各国卫生部长在必要时举行会议，分享国家最佳做法，并在4月份举行的部长级会议上制定一套20国集团（G20）共同应对这一流行病的紧急行动
281,0.859626616,我们完全支持并承诺进一步加强世卫组织协调国际防治这一流行病的任务，包括保护前线卫生工作者，提供医疗用品，特别是诊断工具、治疗、药品和疫苗
282,0.993122793,我们认识到，必须采取紧急短期行动，加强全球努力，打击COVID-19危机
283,0.999061521,我们将迅速与利益攸关方合作，缩小世卫组织战略准备和应对计划中的资金缺口
284,0.999730951,我们还承诺在自愿的基础上立即向世卫组织的COVID-19团结反应基金、流行病防备和创新联盟（CEPI）和疫苗联盟（Gavi）提供资源
285,0.57939656,我们呼吁所有国家、国际组织、私营部门、慈善机构和个人为这些努力作出贡献
286,0.944919693,为了保障未来，我们承诺通过大幅增加防疫开支，加强国家、区域和全球应对潜在传染病爆发的能力
287,0.400252186,这将加强对每个人的保护，特别是易受传染病不成比例影响的弱势群体
288,0.413552587,我们还承诺共同努力，增加疫苗和药品的研发资金，利用数字技术，加强科学国际合作
289,0.999877739,我们将加强我们的协调，包括与私营部门的协调，以期按照功效、安全性、公平性、可及性和可负担性的目标，快速发展、制造和分销诊断、抗病毒药物和疫苗
290,0.551247674,我们请世卫组织与有关组织合作，评估在大流行防备方面的差距，并在今后几个月向财政和卫生部长联席会议提出报告，以期就大流行防备和应对制定一项全球倡议
291,0.997050909,这项倡议将利用现有方案，调整全球防备工作的优先事项，并作为一个普遍、有效、持续的供资和协调平台，加速疫苗、诊断和治疗的开发和提供
292,0.56086689,维护全球经济
293,0.993782378,我们承诺不惜一切代价，利用一切可用的政策工具，最大限度地减少这一流行病对经济和社会造成的损害，恢复全球增长，保持市场稳定，增强抗灾能力
294,0.679564133,我们目前正在立即采取有力措施，支持我们的经济
295,0.726049744,保护工人、企业，特别是微型、中小型企业和受影响最大的部门
296,0.913310933,并通过充分的社会保护来保护弱势群体
297,0.998888913,我们正在向全球经济注入5万亿美元，作为有针对性的财政政策、经济措施和保障计划的一部分，以应对这一流行病的社会、经济和金融影响
298,0.948392712,继续大胆开展大规模财政支持
299,0.399056282,20国集团的集体行动将扩大其影响，确保一致性，并利用协同效应
300,0.999500846,这种反应的规模和范围将使全球经济重新站稳脚跟，为保护就业和恢复增长奠定坚实基础
301,0.128941703,我们要求各国财长和央行行长定期协调，针对COVID-19制定20国集团行动计划，并与国际组织密切合作，迅速提供适当的国际金融援助
302,0.724160849,我们支持各国央行按照各自任务规定采取的非常措施
303,0.998286664,各国央行已采取行动，支持向家庭和企业提供信贷，促进金融稳定，并增强全球市场的流动性
304,0.985575259,我们欢迎各国央行延长互换额度
305,0.997162889,我们也支持为确保金融体系继续支持经济而采取的监管和监督措施，并欢迎金融稳定委员会（FSB）宣布协调这些措施
306,0.982024197,我们还欢迎国际货币基金组织和世界银行采取步骤，支持有需要的国家充分利用所有工具，作为全球协调应对措施的一部分，并请它们定期向20国集团通报这一流行病的影响、应对措施和政策建议
307,0.827566694,我们将继续处理低收入国家因这一流行病而出现债务脆弱性的风险
308,0.974014813,我们还请国际劳工组织（劳工组织）和经济合作与发展组织（经合组织）监测这一流行病对就业的影响
309,0.440350877,二十国集团领导人布宜诺斯艾利斯峰会宣言
310,0.3517043,1.在二十国集团领导人首次峰会召开10周年之际，我们于2018年11月30日至12月1日相聚阿根廷布宜诺斯艾利斯，通过以人民为中心、具有包容性和前瞻性的会议议程，为公平与可持续发展凝聚共识
311,0.999996972,2.今年我们在二十国集团议程中聚焦未来的工作、面向发展的基础设施、可持续的粮食未来三大重点议题，并纳入性别平等主流化战略
312,0.830568836,3.我们利用会议议程促进对话并寻求共识
313,0.943087467,凝聚共识需要全社会的承诺
314,0.898497055,同利益攸关群体的联系沟通丰富了我们的讨论
315,0.999978483,4.我们对全球经济强劲增长表示欢迎，同时认识到各国经济增长的同步程度进一步下降，金融部门脆弱性和地缘政治问题等关键风险已部分显现
316,0.75,我们也注意到当前的贸易问题
317,0.999365659,我们重申将使用所有政策工具实现强劲、可持续、平衡和包容性增长，同时通过加强对话和行动来提振市场信心，防范下行风险
318,0.973473471,货币政策将继续支持经济活动，保持价格稳定，与中央银行职责相一致
