,0,1
4371,['由此'],['c']
4372,"['由', '原']","['p', 'n']"
4373,['有权'],['n']
4374,['有史以来'],['l']
4375,['有效率'],['n']
4376,['有效途径'],['l']
4377,['有用'],['v']
4378,['有着'],['v']
4379,"['于', '民']","['p', 'n']"
4380,['余下'],['m']
4381,['渔业'],['nz']
4382,['逾'],['vg']
4383,['舆论'],['n']
4384,['与此相关'],['l']
4385,['玉米'],['nr']
4386,['育婴'],['nrt']
4387,['预案'],['n']
4388,['预测值'],['n']
4389,['预警系统'],['n']
4390,['预料'],['n']
4391,['预料不到'],['l']
4392,['原油'],['n']
4393,['原则上'],['d']
4394,['原则性'],['d']
4395,"['援', '粮']","['vg', 'n']"
4396,['源泉'],['nz']
4397,['源于'],['v']
4398,['远见'],['v']
4399,['远离'],['v']
4400,['远远不够'],['nr']
4401,['愿'],['v']
4402,['愿同'],['v']
4403,['愿望'],['v']
4404,['愿意'],['v']
4405,['约束力'],['n']
4406,['越'],['d']
4407,['越大'],['d']
4408,['越来越'],['d']
4409,['蕴含'],['v']
4410,['灾害'],['n']
4411,['灾难'],['n']
4412,['再次出现'],['v']
4413,['再次发生'],['i']
4414,"['再', '会']","['d', 'v']"
4415,['再行'],['v']
4416,"['再', '作']","['d', 'v']"
4417,['在上文'],['v']
4418,['在线'],['b']
4419,['载重'],['b']
4420,['暂'],['d']
4421,['早'],['a']
4422,['早日'],['t']
4423,['责任感'],['n']
4424,['增大'],['v']
4425,['增加一倍'],['l']
4426,['增势'],['n']
4427,['扎实'],['a']
4428,['债权'],['n']
4429,['债务国'],['n']
4430,['展望未来'],['nr']
4431,['展现出'],['v']
4432,['战后'],['t']
4433,['战胜'],['n']
4434,['站'],['v']
4435,['站稳脚跟'],['n']
4436,['长久'],['d']
4437,['长期化'],['l']
4438,['长期性'],['n']
4439,['长效'],['a']
4440,['障碍性'],['n']
4441,['招聘'],['v']
4442,['找寻'],['v']
4443,['召集'],['v']
4444,['照搬'],['v']
4445,['这笔'],['r']
4446,['这届'],['r']
4447,"['这', '需']","['r', 'v']"
4448,['着眼'],['d']
4449,['著名'],['a']
4450,['侦查'],['v']
4451,['珍稀'],['a']
4452,['真空'],['n']
4453,['真理'],['n']
4454,['诊疗'],['v']
4455,['缜密'],['a']
4456,['振兴'],['v']
4457,['征求意见'],['v']
4458,['整理'],['n']
4459,['整体健康'],['l']
4460,['整体性'],['b']
4461,['正面'],['ad']
4462,['正确方向'],['n']
4463,['正试图'],['n']
4464,['正文'],['nz']
4465,['正向'],['d']
4466,['证据'],['n']
4467,['证券业'],['n']
4468,['证实'],['n']
4469,"['之', '兵']","['u', 'n']"
4470,"['之', '机']","['u', 'n']"
4471,"['之', '苦']","['u', 'a']"
4472,['之内'],['f']
4473,"['之', '人']","['u', 'n']"
4474,['之上'],['f']
4475,"['之', '势']","['u', 'ng']"
4476,['之外'],['f']
4477,['知悉'],['v']
4478,['执行程序'],['n']
4479,['执行机构'],['n']
4480,['执行者'],['n']
4481,['执业'],['n']
4482,['直接参与'],['i']
4483,['值此'],['nz']
4484,['职权范围'],['n']
4485,['职位'],['n']
4486,['职业生涯'],['n']
4487,['职员'],['n']
4488,['植根于'],['l']
4489,['止步'],['d']
4490,['只'],['d']
4491,['指出'],['v']
4492,['指导方针'],['n']
4493,['指导性'],['n']
4494,['指控'],['vn']
4495,['指派'],['n']
4496,['指引'],['v']
4497,"['至', '晚']","['p', 't']"
4498,['志愿'],['n']
4499,['制定者'],['n']
4500,['制度性'],['n']
4501,['制品'],['n']
4502,['制约性'],['n']
4503,['制止'],['v']
4504,['致使'],['v']
4505,['致谢'],['v']
4506,['智囊团'],['n']
4507,['智能'],['n']
4508,['滞后'],['v']
4509,"['中', '不', '受']","['f', 'd', 'v']"
4510,['中东地区'],['ns']
4511,['中坚力量'],['n']
4512,['中能'],['j']
4513,['中前'],['t']
4514,['中枢'],['n']
4515,"['中', '所']","['f', 'c']"
4516,"['中所', '作']","['j', 'n']"
4517,"['中', '为']","['f', 'p']"
4518,['中文版'],['nz']
4519,"['中', '应']","['f', 'v']"
4520,['终止'],['v']
4521,['种种'],['q']
4522,['重返家园'],['n']
4523,['重犯'],['n']
4524,['重复'],['d']
4525,['重复劳动'],['l']
4526,['重启'],['v']
4527,['重任在肩'],['i']
4528,['重塑'],['n']
4529,['重新制定'],['n']
4530,"['重', '在']","['a', 'p']"
4531,['周边'],['f']
4532,['周年'],['t']
4533,['逐年'],['d']
4534,['主办国'],['n']
4535,['主持'],['v']
4536,['主导作用'],['n']
4537,['主动性'],['b']
4538,['主管部门'],['n']
4539,['主流'],['b']
4540,['主任'],['b']
4541,['主题'],['n']
4542,['助贫'],['b']
4543,['助长'],['n']
4544,['注册'],['v']
4545,['注重实效'],['n']
4546,['注资'],['v']
4547,['祝贺'],['nr']
4548,['抓手'],['v']
4549,['专利税'],['n']
4550,['专门机构'],['n']
4551,['专业'],['n']
4552,['专业知识'],['n']
4553,['专职'],['n']
4554,['转移性'],['n']
4555,['转用'],['v']
4556,['追'],['v']
4557,['追加'],['v']
4558,['追究'],['v']
4559,['追赃'],['v']
4560,['准备金'],['n']
4561,['准确性'],['n']
4562,['桌面'],['n']
4563,['姿态'],['n']
4564,['资本密集型'],['n']
4565,['资格'],['n']
4566,['资金流'],['n']
4567,['资料'],['n']
4568,['资源分配'],['n']
4569,['自从'],['p']
4570,['自古以来'],['l']
4571,['自荐'],['v']
4572,['自满'],['a']
4573,['自贸区'],['l']
4574,['自始至终'],['l']
4575,['自我'],['r']
4576,['自行'],['r']
4577,['自由度'],['d']
4578,['自由市场'],['n']
4579,['子'],['ng']
4580,['总部'],['n']
4581,['总额'],['n']
4582,['总结性'],['n']
4583,['总金额'],['n']
4584,['总理'],['n']
4585,['总体而言'],['c']
4586,['总则'],['n']
4587,['总值'],['n']
4588,['走'],['v']
4589,['走出'],['v']
4590,['足以'],['v']
4591,['组成员'],['l']
4592,['组建'],['v']
4593,['组织协调'],['n']
4594,['钻井'],['n']
4595,['最迟在'],['z']
4596,['最初'],['t']
4597,['最前沿'],['s']
4598,['最强'],['a']
4599,"['最', '受']","['d', 'v']"
4600,['最小限度'],['l']
4601,['作出努力'],['n']
4602,['作贡献'],['n']
4603,['作好'],['v']
4604,"['做', '实']","['v', 'v']"
